title,description,org_link,link,pDate
울산시 23일 부터 시내버스 감차... <b>코르나</b> 19여파로 승객 50% 감소,울산시는 신종 코로나바이러스 감염증(코로나19) 확산 여파로 인해 23일부터 시내버스를 감차 운행한다고 18일 밝혔다. 시에 따르면 코로나19 확산으로 시내버스 이용 승객이 50% 이상 감소함에 따라 운송업체의...,http://news.kmib.co.kr/article/view.asp?arcid=0014373765&code=61122021&cp=nv,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0001300640,2020-03-18 10:20:00
‘힘든 시간 함께 극복합시다’,"시교육청은 학생과 교직원의 안전을 지키기 위해 개학 연기기간 동안 코로나19 감염방지대책을 한층 더 강화하고, 학생들은 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고 개인위생을 철저히 하도록 지도할...",http://www.hkbs.co.kr/news/articleView.html?idxno=561320,http://www.hkbs.co.kr/news/articleView.html?idxno=561320,2020-03-18 09:40:00
[사진] 소독통 무겁지만... &quot;코로나19 추가 확산 방지가 최우선&quot;,것은 <b>코르나</b> 19에 반드시 승리한다는 것&quot;이라고 강조했다. ⓒ 신영근 지난 9일 서산에서 코로나19 첫 확진자... 김 동장은 &quot;언제 끝날지 모르는 긴 싸움이 될지도 모르겠다&quot;면서도 &quot;분명한 것은 <b>코르나</b> 19에 반드시...,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002623196&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=047&aid=0002261837,2020-03-18 09:21:00
항공기부품 가공산업,국내 항공산업은 <b>코르나</b>19와 보잉사의 항공기 생산 중단으로 힘든시간을 보내고 있다. 하지만 우리는 지금껏 그래왔던 것처럼 잘 이겨낼 것이다. 국내 항공산업의 메카인 사천지역 항공기부품가공산업에 대해...,http://www.gnnews.co.kr/news/articleView.html?idxno=439270,http://www.gnnews.co.kr/news/articleView.html?idxno=439270,2020-03-18 01:52:00
"사상 초유 4월 개학? 교육부, 3차 개학 연기 방안 발표","학생들이 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고, 개인위생을 철저히 하도록 지도할 것입니다. 특히 학부모님들의 협조를 받아 학생들이 외출을 자제하고, 다중이용시설에 출입하지 않도록...",http://www.gukjenews.com/news/articleView.html?idxno=1258216,http://www.gukjenews.com/news/articleView.html?idxno=1258216,2020-03-17 17:14:00
"김석준 부산시교육감, 개학 2주 연기에 따른 부산교육청 방침 밝혀",김 교육감은 “학생들이 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고 개인위생을 철저히 하고 학부모님들의 협조를 받아 학생들이 외출을 자제하고 다중이용시설에 출입하지 않도록 지도하겠다”고 말했다. 그러면서...,http://www.viva100.com/main/view.php?key=20200317010007076,http://www.viva100.com/main/view.php?key=20200317010007076,2020-03-17 16:56:00
김석준 부산교육감 &quot;힘든 시간 함께 극복&quot;...&quot;온라인학습시스템 확충&quot;,김 교육감은 &quot;부산시교육청은 학생과 교직원의 안전을 지키기 위해 개학 연기 기간 동안 코로나19 감염 방지대책을 한층 더 강화하겠다&quot;면서 &quot;학생들이 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고 개인위생을 철저히...,http://www.breaknews.com/718462,http://www.breaknews.com/718462,2020-03-17 16:48:00
김석준 부산교육감 &quot;힘든 시간 함께 극복하자&quot;,"부산시교육청은 학생들이 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고 개인위생을 철저히 하도록 지도하고, 특히 학부모들의 협조를 받아 학생들이 외출을 자제하고 다중이용시설에 출입하지 않도록 지도할 계획이다. 또...",http://www.newsis.com/view/?id=NISX20200317_0000959222&cID=10899&pID=10800,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0009762053,2020-03-17 16:35:00
[전문] 김석준 부산시교육감 “힘든 시간 함께 극복합시다”,학생들이 가정에 머물면서 <b>코르나</b>19 예방수칙을 지키고 개인위생을 철저히 하도록 지도할 것입니다. 특히 학부모님들의 협조를 받아 학생들이 외출을 자제하고 다중이용시설에 출입하지 않도록 지도하겠습니다. 개학...,http://www.getnews.co.kr/view.php?ud=20200317160559376998ce4346ab_16,http://www.getnews.co.kr/view.php?ud=20200317160559376998ce4346ab_16,2020-03-17 16:14:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;며...,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=375737,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=375737,2020-03-17 08:46:00
"대구한의대 변창훈 총장, 초코렛으로 감사의 마음 표현",대구한의대는 코로나19를 극복하기 위해 지난 9일에는 대학 구성원들에게 건강과 예방을 위해 신체의 기력과 면역기능을 상승시키는 쌍패탕을 조제해 전달하기도 했다.변창훈 총장은 “<b>코르나</b>19 확산 방지를 위해 2주간...,http://www.ksmnews.co.kr/default/index_view_page.php?idx=286251&part_idx=286,http://www.ksmnews.co.kr/default/index_view_page.php?idx=286251&part_idx=286,2020-03-16 22:04:00
"예산 덕산면 행정복지센터, 100만원 기탁","이번 성금은 <b>코르나</b>로 인해 돌봄 공백으로 결식 우려가 있는 지역 내 아동들에게 식료품(라면, 빵, 햇반 등)... 유금순 부녀총회장은 &quot;<b>코르나</b> 확산으로 결식아동이 생기지 않도록 이번 성금 기탁을 실천하게 됐다&quot;며 &quot;작은...",http://www.cctoday.co.kr/news/articleView.html?idxno=2058335,http://www.cctoday.co.kr/news/articleView.html?idxno=2058335,2020-03-16 20:14:00
대구한의대 변창훈 총장 초콜렛으로 감사의 마음 전해,변창훈 총장은 &quot;<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다.&quot;면서&quot;특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원 의료진들에게...,http://www.kyosu.net/news/articleView.html?idxno=49235,http://www.kyosu.net/news/articleView.html?idxno=49235,2020-03-16 19:44:00
"예산군 덕산면 새마을협의회, 코로나19 결식우려 아동에 성금 전달",이번 나눔 성금은 <b>코르나</b>19 위기로 초·중·고 개학일이 23일로 연기되고 지역아동센터와 학원 등에 휴원... 유금순 부녀총회장은 &quot;<b>코르나</b>19 확산으로 급식에 어려움을 겪고 있는 결식아동이 생기지 않도록 이번 성금...,http://www.chungnamilbo.com/news/articleView.html?idxno=536027,http://www.chungnamilbo.com/news/articleView.html?idxno=536027,2020-03-16 17:58:00
"대구한의대 변창훈 총장, 코로나19 극복위해 노력···초코렛으로 감사의 마...",변 총장은 &quot;<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다.&quot;면서&quot;특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원 의료진들에게...,https://news.imaeil.com/Society/2020031614283548436,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000638778,2020-03-16 16:38:00
"대구한의대 변창훈 총장, 코로나19 극복위해 노력···초코렛으로 감사의 마...",변창훈 총장은 “<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다.”면서“특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원...,http://www.breaknews.com/718130,http://www.breaknews.com/718130,2020-03-16 16:36:00
"대구한의대 변창훈 총장, 초콜릿으로 코로나19 극복 감사 마음 전해",변창훈 총장은 “<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월 말까지 원격 수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다”면서“특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원...,http://www.kukinews.com/news/article.html?no=762746,http://www.kukinews.com/news/article.html?no=762746,2020-03-16 12:56:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 “서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을...,http://famtimes.co.kr/news/view/496669,http://famtimes.co.kr/news/view/496669,2020-03-16 11:46:00
"대구한의대 변창훈 총장, 구성원에 초콜릿 전달",변창훈 총장은 &quot;<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다&quot;며 &quot;특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원 의료진들에게...,http://www.dhnews.co.kr/news/articleView.html?idxno=119907,http://www.dhnews.co.kr/news/articleView.html?idxno=119907,2020-03-16 11:26:00
"대구한의대 변창훈 총장, 코로나19 극복 위해 노력..초코렛으로 감사의 마음 ...",변창훈 총장은 &quot;<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월 말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다&quot;면서 &quot;특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원...,http://www.anewsa.com/detail.php?number=2083080&thread=09,http://www.anewsa.com/detail.php?number=2083080&thread=09,2020-03-16 11:24:00
"변창훈 대구한의대 총장, 코로나19 극복 노력 구성원들에 감사 초코렛 전달",변창훈 총장은 &quot;<b>코르나</b>19 확산 방지를 위해 2주간 개학을 연기한데 이어 3월말까지 원격수업으로 대체하는 등 대학 구성원 모두가 노력하고 있다&quot;라며 &quot;특히 확진자의 치료를 위해 애쓰고 있는 대구한방병원 의료진들에게...,http://www.veritas-a.com/news/articleView.html?idxno=316252,http://www.veritas-a.com/news/articleView.html?idxno=316252,2020-03-16 11:16:00
"60년전, 마산 3·15 의거를 기억하세요?","<b>코르나</b> 19 때문이기만 할까? 2·28대구의거, 3·15마산의거… 일찍이 민족의 선각자 단재신채호선생님은 &quot;역사를 잊은 민족에게는 미래가 없다&quot;고 했다. 1. 4할 사전투표: 선거당일 자연 기권표와 금전으로 매수하여...",http://www.newsfreezone.co.kr/news/articleView.html?idxno=221618,http://www.newsfreezone.co.kr/news/articleView.html?idxno=221618,2020-03-16 10:24:00
"예산군 덕산면 새마을협의회, 코로나19 결식 우려 아동 위한 성금 기탁",이번 나눔 성금은 <b>코르나</b>19 위기로 초·중·고 개학일이 23일로 연기되고 지역아동센터와 학원 등에 휴원... 유금순 부녀총회장은 &quot;<b>코르나</b>19 확산으로 급식에 어려움을 겪고 있는 결식아동이 생기지 않도록 이번 성금...,http://www.joongdo.co.kr/main/view.php?key=20200316010006234,http://www.joongdo.co.kr/main/view.php?key=20200316010006234,2020-03-16 09:48:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 “서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생해 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다”며...,http://www.sportsseoul.com/news/read/893846,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=468&aid=0000636505,2020-03-15 15:52:00
"대전한의사협, 쌍화탕 전달",김용진 대전시한의사협회장(가운데)이 지난 13일 대전시청을 방문해 <b>코르나</b>19 극복을 위해 격무부서에서 일하는 공무원들에게 전달해 달라며 허태정 대전시장(오른쪽)과 김성용 대전시공무원노동조합 위원장에게...,http://www.ggilbo.com/news/articleView.html?idxno=752833,http://www.ggilbo.com/news/articleView.html?idxno=752833,2020-03-15 15:46:00
전국 1358개 콜센터 긴급 점검 실시,임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;며...,http://www.newsrep.co.kr/news/articleView.html?idxno=116336,http://www.newsrep.co.kr/news/articleView.html?idxno=116336,2020-03-15 09:46:00
"고용부, 코로나發…전국 1천358개 콜센터 긴급 점검","임 차관은 ‘서울 구로콜센터에서 <b>코르나</b>19 집단 감염 사례가 발생해 안타깝다“며 ”이 같은 일이 재발하지 않도록 모든 행정역량을 집중하겠다“고 말했다. 한편, 중앙재난안전대책본부에 따르면 15일 현재 국내...",http://www.newscape.co.kr/news/view.php?idx=44693,http://www.newscape.co.kr/news/view.php?idx=44693,2020-03-15 03:44:00
"노동부, 전국 1358개 콜센터 긴급 점검 등 모니터링",임서정 차관은 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생해 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;고 밝혔다.,http://www.gukjenews.com/news/articleView.html?idxno=1256742,http://www.gukjenews.com/news/articleView.html?idxno=1256742,2020-03-15 00:16:00
"고용노동부, 전국 1,358개 콜센터 긴급 점검 실시","임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며, 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;고...",http://www.ccreview.co.kr/news/articleView.html?idxno=248336,http://www.ccreview.co.kr/news/articleView.html?idxno=248336,2020-03-14 20:38:00
"배우 김혜선, &quot;<b>코르나</b>19, 이겨냅시다&quot; 2천만원 상당 천연세제 대구시에 기증","한국기자연합회에 직접 기탁 '눈길'...대구 취약계층, 어린이집, 학교 등에 지원 예 박신혜 기자 cosmos1800@ajunews.com 탤런트/배우 김혜선이 한국기자연합회(회장 이창열)를 통해 대구시에 2천만원 상당의 천연세제를...",http://www.ajunews.com/view/20200314150258254,http://www.ajunews.com/view/20200314150258254,2020-03-14 15:10:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;며...,http://www.newstown.co.kr/news/articleView.html?idxno=449116,http://www.newstown.co.kr/news/articleView.html?idxno=449116,2020-03-14 14:24:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;며...,http://www.job-post.co.kr/news/articleView.html?idxno=5137,http://www.job-post.co.kr/news/articleView.html?idxno=5137,2020-03-14 13:44:00
"고용노동부, 14일부터 전국 1358개 콜센터 긴급 점검 실시",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 “서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다”...,http://thetravelnews.co.kr/03/224819/,http://thetravelnews.co.kr/03/224819/,2020-03-14 13:04:00
"고용노동부, 코로나19 사태 극복 및 대응을 위해 전국 1358개 콜센터 긴급 점...",임서정 차관은 전화상담원 등 현장의 의견을 듣기 위해 마련한 이 자리에서 &quot;서울 구로 콜센터 <b>코르나</b>19 집단 감염 사례가 발생하여 안타깝게 생각하며 이러한 일이 다시 일어나지 않도록 모든 행정역량을 집중하겠다&quot;며...,http://www.lecturernews.com/news/articleView.html?idxno=36443,http://www.lecturernews.com/news/articleView.html?idxno=36443,2020-03-14 12:18:00
